assembly IDs	species	genus	family	order	class	phylum	superkingdom	gram_stain	metabolism	pathways	carbon_substrates	sporulation	motility	range_tmp	range_salinity	cell_shape	isolation_source	d1_lo	d1_up	d2_lo	d2_up	doubling_h	genome_size	gc_content	coding_genes	optimum_tmp	optimum_ph	growth_tmp	rRNA16S_genes	tRNA_genes	gram_stain.count	metabolism.count	pathways.count	carbon_substrates.count	sporulation.count	motility.count	range_tmp.count	range_salinity.count	cell_shape.count	isolation_source.count	gram_stain.prop	metabolism.prop	pathways.prop	carbon_substrates.prop	sporulation.prop	motility.prop	range_tmp.prop	range_salinity.prop	cell_shape.prop	isolation_source.prop	d1_lo.count	d1_up.count	d2_lo.count	d2_up.count	doubling_h.count	genome_size.count	gc_content.count	coding_genes.count	optimum_tmp.count	optimum_ph.count	growth_tmp.count	rRNA16S_genes.count	tRNA_genes.count	d1_lo.stdev	d1_up.stdev	d2_lo.stdev	d2_up.stdev	doubling_h.stdev	genome_size.stdev	gc_content.stdev	coding_genes.stdev	optimum_tmp.stdev	optimum_ph.stdev	growth_tmp.stdev	rRNA16S_genes.stdev	tRNA_genes.stdev	data_source	ref_id	tid
GCA_900167435.1	Marinactinospora thermotolerans	Marinactinospora	Nocardiopsaceae	Streptosporangiales	Actinobacteria	Actinobacteria	Bacteria	positive	obligate aerobic	nitrate_reduction	cellobiose, fructose, galactose, glucose, maltose, mannitol, mannose, rhamnose, ribose, sorbitol, sucrose, Tween 20, Tween 40, Tween 60, Tween 80, urea, xylose	yes	axial filament			filament	sediment_marine						5663707.0			28.0	7.5	28.0			2	1.0	2	1	2	1	0	0	1	3.0	100.0	50.0	100.0	100.0	100.0	100.0			100.0	100.0	0	0	0.0	0.0	0	1	0	0	2	1	1	0	0									0.0					engqvist, fierer, gold	705, 3630, 13521	531310
GCA_900176155.1	Corynebacterium glucuronolyticum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic			no	no	mesophilic		bacillus	host_animal_endotherm_vagina	1.0	3.0				2827173.4	58.808		37.0		37.0			9		0	0	5	7	4	0	6	1.0	100.0				100.0	100.0	100.0		100.0	33.3	1	1	0.0	0.0	0	5	4	0	4	0	1	0	0	0.0	0.0				34712.83	0.365		0.0					bacdive-microa, engqvist, gold, microbe-directory, pasteur, patric, protraits, bergeys	151, 705, 13521, 19891, 19897, 19908	39791
GCA_001298835.1	Achromobacter ruhlandii	Achromobacter	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	nitrate_reduction, hydrogen_oxidation_dark							host_animal_endotherm_nasopharyngeal						6453593.0					29.5			1	1.0	2	0	0	0	0	0	0	1.0	100.0	100.0	100.0							33.3	0	0	0.0	0.0	0	5	0	0	0	0	2	0	0						148591.80599999998					0.7070000000000001			engqvist, faprotax, gold, pasteur	705, 753, 760, 13521	72557
GCA_003987335.1	Aliidiomarina maris	Aliidiomarina	Idiomarinaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic	nitrate_reduction	leucine, Tween 40	no	flagella			bacillus	sediment_marine	0.3	0.6	0.8	2.4		3002452.0			32.5	8.75	28.0			1	1.0	1	1	1	1	0	0	1	1.0	100.0	100.0	100.0	100.0	100.0	100.0			100.0	100.0	1	1	1.0	1.0	0	1	0	0	1	1	1	0	0														engqvist, fierer, gold	705, 3267, 13521	531312
GCA_014138465.1	Bartonella chomelii	Bartonella	Bartonellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	microaerophilic				flagella			coccus	host_animal_endotherm_blood									35.0		37.0			1	1.0	0	0	0	1	0	0	1	1.0	100.0	100.0				100.0			100.0	100.0	0	0	0.0	0.0	0	0	0	0	1	0	1	0	0														bacdive-microa, engqvist, fierer, gold	151, 705, 2252, 13521	236402
GCA_009646335.1	Caenimonas koreensis	Caenimonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic	nitrate_reduction	fructose, glucose, malonate		no			bacillus	sludge	0.45	0.6	1.1	2.0		4598257.0			30.0	7.5	28.0			1	1.0	1	1	0	2	0	0	2	1.0	100.0	50.0	100.0	100.0		100.0			100.0	50.0	2	1	2.0	1.0	0	1	0	0	2	1	1	0	0	0.071		0.424						0.0					engqvist, fierer, gold	705, 2367, 13521	367474
GCA_001996225.1	Salinivibrio proteolyticus	Salinivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	facultative		acetate, dextrin, fructose, glucose, glycerol, lactate, maltose, mannitol, trehalose	no	flagella			bacillus	water_hypersaline	0.55		1.65						33.5	8.25	31.0			1	1.0	0	1	1	1	0	0	1	2.0	100.0	50.0		100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	0	0	0	1	1	1	0	0														engqvist, fierer, gold, pasteur	705, 4920, 13521	334715
GCA_007830635.1	Bradyrhizobium huanghuaihaiense	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria		obligate aerobic		arabinose, fructose, galactose, mannose, melibiose, proline, ribose, sucrose, xylose	no				bacillus	host_plant	0.46		1.35			9226856.0			28.0	7.0				0	1.0	0	1	1	0	0	0	1	1.0		100.0		100.0	100.0				100.0	100.0	1	0	1.0	0.0	0	1	0	0	1	1	0	0	0														fierer, gold	2294, 13521	990078
GCA_000421725.1	Caldicellulosiruptor acetigenus	Caldicellulosiruptor	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	positive	anaerobic	xylan_degradation				thermophilic		bacillus	water_hotspring	0.7	1.0	3.6	5.9	4.93	2589957.0	36.1		66.5		67.45			2	3.0	2	0	0	0	1	0	2	1.0	100.0	100.0	100.0				100.0		100.0	100.0	1	1	1.0	1.0	1	2	1	0	2	0	2	0	0						0.0			0.0		3.6060000000000003			corkrey, engqvist, faprotax, gold, patric	157, 705, 755, 13521, 19897	301953
GCA_001953745.1	Haloterrigena saccharevitans	Haloterrigena	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	negative	aerobic				yes			bacillus	soil	0.4	1.0	3.0	10.0		3980616.0			43.5					1	1.0	0	0	0	1	0	0	1	1.0	100.0	100.0				100.0			100.0	100.0	1	1	1.0	1.0	0	1	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0		0.0			0.0					gold	13521	301967
GCA_001531445.1	Sporosarcina koreensis	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	positive	obligate aerobic		citrate, propionate	yes	yes			bacillus	soil	0.6		2.8			3564148.0			30.0	7.0	30.0			1	1.0	0	1	1	1	0	0	1	3.0	100.0	50.0		100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	2	0	0	1	1	1	0	0						921674.0909999999								engqvist, fierer, gold, pasteur	705, 5135, 13521	334735
GCA_900142385.1	Marinobacter antarcticus	Marinobacter	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria		obligate aerobic	nitrate_reduction	alanine, lactate, serine		flagella			bacillus	sediment_marine	0.65		1.9			3740786.0			25.0	7.0				0	1.0	1	1	0	1	0	0	1	1.0		100.0	100.0	100.0		100.0			100.0	100.0	1	0	1.0	0.0	0	1	0	0	1	1	0	0	0														fierer, gold	3652, 13521	564117
GCA_013201645.1	Campylobacter corcagiensis	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	negative					yes										1673184.0	31.9							1	0.0	0	0	0	1	0	0	0	0.0	100.0					100.0					0	0	0.0	0.0	0	2	1	0	0	0	0	0	0						0.0								gold, patric	13521, 19897	1448857
GCA_000739575.1	Halobellus rufus	Halobellus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	Archaea		anaerobic														3852219.0								0	1.0	0	0	0	0	0	0	0	0.0		100.0									0	0	0.0	0.0	0	1	0	0	0	0	0	0	0						0.0								gold, bergeys	13521	1448860
GCA_001476135.1	Curtobacterium oceanosedimentum	Curtobacterium	Microbacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria	positive		chitin_degradation							sediment_marine						3364484.0								1	0.0	2	0	0	0	0	0	0	1.0	100.0		100.0							100.0	0	0	0.0	0.0	0	2	0	0	0	0	0	0	0						30761.972999999998								faprotax, gold	1045, 13521	465820
GCA_900114975.1	Thermodesulforhabdus norvegica	Thermodesulforhabdus	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	negative		sulfate_reduction, sulfite_reduction													2808342.0					58.0			1	0.0	5	0	0	0	0	0	0	0.0	100.0		100.0								0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														amend-shock, engqvist, faprotax, gold	131, 705, 847, 760, 13521	39841
GCA_007830515.1	Mesorhizobium tianshanense	Mesorhizobium	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	aerobic														7856320.0					30.0			1	1.0	0	0	0	0	0	0	0	0.0	100.0	100.0									0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, gold, pasteur	705, 13521	39844
GCA_900107025.1	Roseicitreum antarcticum	Roseicitreum	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	negative															4250016.0								1	0.0	0	0	0	0	0	0	0	0.0	100.0										0	0	0.0	0.0	0	1	0	0	0	0	0	0	0														gold	13521	564137
GCA_900105045.1	Brevibacterium sandarakinum	Brevibacterium	Brevibacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria		aerobic		3-hydroxybutyrate, acetate, citrate, galactose, glucose, histidine, mannose, propionate, pyruvate, ribose, sorbitol	no	no			coccus	built_environment_surfaces	0.9	1.2	1.1	1.2		4440957.0			27.5	8.5	28.0			0	1.0	0	2	2	2	0	0	2	2.0		100.0		100.0	100.0	100.0			100.0	100.0	2	1	2.0		0	1	0	0	2	2	1	0	0	0.141	0.0	0.141						0.0	0.0				engqvist, fierer, gold, bergeys	705, 2314, 13521	629680
GCA_000315795.1	Caenispirillum salinarum	Caenispirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	negative				no	flagella				water_hypersaline	1.0		4.0			4952465.0	68.79			7.5				3	0.0	0	0	1	1	0	0	0	2.0	100.0				100.0	50.0				100.0	1	0	1.0	0.0	0	2	1	0	0	1	0	0	0						0.0								fierer, gold, patric	2369, 13521, 19897	859058
GCA_000482785.1	Derxia gummosa	Derxia	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	nitrogen_fixation		no	yes	mesophilic		bacillus	soil	1.0	1.2	3.0	6.0		5186279.0	69.9		30.0		29.0			2	2.0	2	0	2	2	1	0	2	1.0	100.0	100.0	100.0		100.0	100.0	100.0		100.0	100.0	1	1	1.0	1.0	0	2	1	0	2	0	1	0	0						6464.37			0.0					engqvist, faprotax, gold, patric	705, 1134, 13521, 19897	203699
GCA_002283915.1	Vibrio metoecus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria		aerobic														3956639.5560000003								0	1.0	0	0	0	0	0	0	0	0.0		100.0									0	0	0.0	0.0	0	9	0	0	0	0	0	0	0						45152.155								gold, pasteur	13521	1481663
GCA_002356635.1	Rhodobacteraceae bacterium QY30		Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria																3551170.0	65.693	3341.0				2.0	47.0	0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	1	1	1	0	0	0	1	1														genbank, rrndb	8126	2033435
GCA_014202815.1	Glaciimonas immobilis	Glaciimonas	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative									rock_deep											11.0			1	0.0	0	0	0	0	0	0	0	1.0	100.0									100.0	0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, gold	705, 13521	728004
GCA_000971275.1	Devosia psychrophila	Devosia	Hyphomicrobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic		arabinose, glucose, maltose, mannitol, mannose, N-acetylgulcosamine		flagella			bacillus		0.4	0.6	4.0	5.0		4422976.0					12.0			1	1.0	0	1	0	1	0	0	1	0.0	100.0	50.0		100.0		100.0			100.0		1	1	1.0	1.0	0	2	0	0	0	0	1	0	0						133899.154								engqvist, fierer, gold, pasteur	705, 2732, 13521	728005
GCA_900176045.1	Nitratiruptor tergarcus	Nitratiruptor			Epsilonproteobacteria	Proteobacteria	Bacteria	negative	aerobic	nitrite_reduction, denitrification, nitrate_reduction, hydrogen_oxidation_dark, nitrous_oxide_reduction		no	no			bacillus	sediment_marine_hydrothermal	0.8		2.5		1.44	1929433.0			55.0	6.4	61.55			1		14	0	1	1	0	0	1	1.0	100.0		100.0		100.0	100.0			100.0	50.0	1	0	1.0	0.0	1	1	0	0	1	1	2	0	0											9.122			corkrey, engqvist, faprotax, fierer, gold	583, 705, 1019, 4053, 13521	269259
GCA_000787815.1	Streptacidiphilus neutrinimicus	Streptacidiphilus	Streptomycetaceae	Streptomycetales	Actinobacteria	Actinobacteria	Bacteria	positive									soil_forest						8418219.0					28.0			1	0.0	0	0	0	0	0	0	0	1.0	100.0									100.0	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, gold	705, 13521	105420
GCA_011322175.1	Nitratifractor salsuginis	Nitratifractor		Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	negative		denitrification, nitrate_reduction, nitrite_reduction, hydrogen_oxidation_dark, nitrous_oxide_reduction		no	no	mesophilic		bacillus	sediment_marine_hydrothermal	0.6		2.5		1.84	2101284.0	53.905	2084.333	37.2	7.0	47.9	2.0	43.0	4	0.0	15	0	4	3	1	0	3	1.0	100.0		100.0		100.0	100.0	100.0		100.0	50.0	1	0	1.0	0.0	1	5	2	3	3	2	2	2	2						2.2359999999999998	0.006999999999999999	7.234	0.34600000000000003	0.0	15.698	0.0	0.0	corkrey, engqvist, faprotax, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb	583, 705, 1015, 4053, 6483, 13521, 14594, 16512, 19891, 19897, 19908	269261
GCA_000787775.1	Streptacidiphilus carbonis	Streptacidiphilus	Streptomycetaceae	Streptomycetales	Actinobacteria	Actinobacteria	Bacteria	positive									rock_deep						8457280.0					28.0			1	0.0	0	0	0	0	0	0	0	1.0	100.0									100.0	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, gold	705, 13521	105422
GCA_014203035.1	Wenzhouxiangella marina	Wenzhouxiangella	Wenzhouxiangellaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria		aerobic					mesophilic			water_marine						3675201.6	65.278	3026.667	30.0		28.0	1.0	43.0	0	1.0	0	0	0	0	1	0	0	1.0		100.0					100.0			100.0	0	0	0.0	0.0	0	5	2	3	1	0	1	2	2						0.894	0.031	11.015				0.0	0.0	engqvist, genbank, gold, jemma-refseq, kegg, patric, rrndb	705, 7671, 13521, 15218, 18892, 19897	1579979
GCA_000787755.1	Streptacidiphilus albus	Streptacidiphilus	Streptomycetaceae	Streptomycetales	Actinobacteria	Actinobacteria	Bacteria	positive															9796433.0					28.0			1	0.0	0	0	0	0	0	0	0	0.0	100.0										0	0	0.0	0.0	0	2	0	0	0	0	1	0	0						167810.581								engqvist, gold	705, 13521	105425
GCA_009467795.1	Nesterenkonia halophila	Nesterenkonia	Micrococcaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria	positive		nitrate_reduction	arabinose, cellobiose, fructose, glucose, malonate, mannitol, mannose, salicin, xylose	no	no			coccus	soil									28.0	7.5	28.0			1	0.0	1	1	1	1	0	0	1	2.0	100.0		100.0	100.0	100.0	100.0			100.0	100.0	0	0	0.0	0.0	0	0	0	0	1	1	1	0	0														engqvist, fierer, gold	705, 4037, 13521	302044
GCA_003182135.1	Nocardia neocaledoniensis	Nocardia	Nocardiaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic		fructose, mannitol, mannose, raffinose, trehalose, Tween 80, urea		no	mesophilic			soil						7255438.0	69.608		27.75	8.0	29.0			2	3.0	0	1	0	2	1	0	0	3.0	100.0	75.0		100.0		100.0	100.0			100.0	0	0	0.0	0.0	0	1	1	0	2	1	1	0	0									0.354					engqvist, fierer, gold, pasteur, patric	705, 4081, 13521, 19897	236511
GCA_000494245.1	Candidatus Fervidibacter sacchari	Candidatus Fervidibacter				Candidatus Fervidibacteria	Bacteria							thermophilic									1536863.0	50.7		81.0					0	0.0	0	0	0	0	1	0	0	0.0							100.0				0	0	0.0	0.0	0	1	1	0	1	0	0	0	0						0.0	0.0		0.0					patric	19897	1448929
GCA_000429865.1	Cucumibacter marinus	Cucumibacter	Hyphomicrobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic		arabinose, arginine, asparagine, fructose, galactose, glucose, glutamate, glycerol, lactose, leucine, mannitol, mannose, pyruvate, sucrose, trehalose	no	flagella	mesophilic		bacillus	water_marine	0.433	0.6	1.5830000000000002	2.0		3712737.0	62.2		32.5	7.0	28.0			3	2.0	0	2	2	2	1	0	4	3.0	100.0	50.0		100.0	100.0	50.0	100.0		100.0	100.0	3	2	3.0	2.0	0	2	1	0	4	2	1	0	0	0.057999999999999996	0.0	0.14400000000000002	0.0		1306.733			0.0	0.0				engqvist, fierer, gold, patric, protraits	705, 2620, 13521, 19897, 19908	1121252
GCA_900009265.2	Planktothrix paucivesiculata	Planktothrix	Microcoleaceae	Oscillatoriales		Cyanobacteria	Bacteria																					22.0			0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	0	0	0	0	0	1	0	0											0.0			engqvist	705	1678308
GCA_002086115.1	Mycobacterium bacteremicum	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria			aerobic_chemo_heterotrophy																		37.0			0	0.0	2	0	0	0	0	0	0	0.0			100.0								0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, faprotax	705, 1628	564198
GCA_900009145.1	Planktothrix tepida	Planktothrix	Microcoleaceae	Oscillatoriales		Cyanobacteria	Bacteria																					22.0			0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	0	0	0	0	0	1	0	0											0.0			engqvist	705	1678309
GCA_900010725.2	Planktothrix serta	Planktothrix	Microcoleaceae	Oscillatoriales		Cyanobacteria	Bacteria																					22.0			0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	0	0	0	0	0	1	0	0											0.0			engqvist	705	1678310
GCA_900142405.1	Muricauda antarctica	Muricauda	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria		obligate aerobic		arabinose, gluconic acid, glucose, maltose, mannose, N-acetylgulcosamine	no	no			bacillus	water_marine	1.5		1.5			4483614.5			35.0	7.5	28.0			0	1.0	0	1	1	1	0	0	1	1.0		100.0		100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	2	0	0	1	1	1	0	0						1108.036								engqvist, fierer, gold	705, 3934, 13521	1055723
GCA_002871875.1	Brevibacterium paucivorans	Brevibacterium	Brevibacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic			no	no			bacillus	host_animal_endotherm											37.0			2	2.0	0	0	1	1	0	0	1		100.0	100.0			100.0	100.0			100.0		0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, gold, pasteur	705, 13521	170994
GCA_000428145.1	Chitinilyticum litopenaei	Chitinilyticum	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	negative	facultative	chitin_degradation, nitrate_reduction	cellobiose, dextrin, fructose, glucose, glycogen, maltose, mannose, methyl pyruvate, N-acetylgulcosamine, sucrose, trehalose	no	yes	mesophilic		bacillus	water	0.35	0.5	3.375	4.5		3967735.5	62.6				35.0			2	3.0	3	1	3	2	1	0	3		100.0	100.0	100.0	100.0	100.0	66.7	100.0		100.0		2	1	2.0	1.0	0	2	1	0	0	0	1	0	0	0.071		0.53			4010.0029999999997								engqvist, faprotax, fierer, gold, patric	705, 1044, 2454, 13521, 19897	1121276
GCA_900105535.1	Pseudarthrobacter equi	Pseudarthrobacter	Micrococcaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria	positive															4459078.0					28.0			1	0.0	0	0	0	0	0	0	0	0.0	100.0										0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, gold	705, 13521	728066
GCA_900130075.1	Herminiimonas arsenitoxidans	Herminiimonas	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria										soil						3784321.0	51.3	3481.0				2.0	47.0	0	0.0	0	0	0	0	0	0	0	1.0										100.0	0	0	0.0	0.0	0	2	1	1	0	0	0	1	1						1.4140000000000001								genbank, gold, rrndb	8090, 13521	1809410
GCA_000757795.1	Methylobacterium oryzae	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria		aerobic	nitrate_reduction	adipate, alaninamide, alpha-ketovaleric acid, arabinose, asparagine, aspartate, citrate, ethanol, formic acid, galactonic acid, galactose, gluconic acid, glutamate, glycerol, lactate, malate, malonate, propionate, pyruvic acid methyl ester, succinate, xylose		no			bacillus	host_plant	0.7		2.425			6286629.25	69.785	5904.0	28.666999999999998	6.8	28.0		57.0	0	2.0	1	1	0	2	0	0	2	2.0		66.7	100.0	100.0		66.7			66.7	100.0	1	0	1.0	0.0	0	4	2	2	3	1	1	0	1						0.5	0.021	523.259	1.155					engqvist, fierer, genbank, gold, kegg, patric	705, 3784, 6742, 13521, 18246, 19897	334852
GCA_002276165.1	Bacillus kochii	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria		obligate aerobic		3-hydroxybutyrate, 3-hydroxybenzoate, acetate, alanine, citrate, gluconic acid, itaconate, malate, phenylacetate, proline, propionate, ribose, serine, Tween 20, Tween 40, Tween 60, Tween 80, valerate	yes	yes			bacillus	food	0.5	0.8	3.0	13.0		4694370.0	36.815	4430.0	30.0	7.0	30.0	10.0	107.0	0	1.0	0	1	1	1	0	0	1	1.0		100.0		100.0	100.0	100.0			100.0	50.0	1	1	1.0	1.0	0	2	1	1	1	1	1	1	1						0.0								engqvist, fierer, genbank, gold, rrndb	705, 2183, 6616, 13521	859143
GCA_900166665.1	Bacillus gottheilii	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria		obligate aerobic	nitrate_reduction	2-ketogluconate, gluconic acid, malate, maltose	yes	yes			bacillus	built_environment_surfaces	0.75		6.5			4590000.0			30.0	8.0	30.0			0	1.0	1	1	1	1	0	0	1	1.0		100.0	100.0	100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	1	0	0	1	1	1	0	0														engqvist, fierer, gold	705, 2174, 13521	859144
GCA_000715825.1	Goodfellowiella coeruleoviolacea	Goodfellowiella	Pseudonocardiaceae	Pseudonocardiales	Actinobacteria	Actinobacteria	Bacteria	positive	obligate aerobic	nitrate_reduction	acetate, citrate, malate, propionate, succinate	yes	no			bacillus	soil	0.5					9084811.0			30.0		34.0			1	1.0	1	1	1	1	0	0	1	2.0	100.0	100.0	100.0	100.0	100.0	100.0			100.0	100.0	1	0	0.0	0.0	0	2	0	0	1	0	2	0	0						431545.854					4.243			engqvist, fierer, gold	705, 3039, 13521	334858
GCA_000711975.1	Desulfotomaculum alkaliphilum	Desulfotomaculum	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	positive	anaerobic	sulfate_reduction		yes	no			vibrio	host_animal_endotherm_feces	0.6	0.7	3.0	3.5	17.33	2622239.0			52.5		50.0			1	2.0	1	0	1	1	0	0	1	1.0	100.0	100.0	100.0		100.0	100.0			100.0	100.0	1	1	1.0	1.0	1	1	0	0	1	0	2	0	0											0.0			corkrey, engqvist, gold	540, 705, 13521	105483
GCA_003570845.1	Dialister pneumosintes	Dialister	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria		anaerobic							bacillus	host_animal_endotherm	0.2	0.4	0.3	0.6		1274072.0	35.2	1169.0	37.0		37.0	5.0	53.0	0	3.0	0	0	0	0	0	0	2	1.0		100.0							100.0	25.0	1	1	1.0	1.0	0	3	1	2	1	0	1	1	1	0.0	0.0	0.0	0.0		1.732		7.071000000000001						engqvist, genbank, gold, kegg, pasteur, rrndb, bergeys	705, 6520, 13521, 18895	39950
GCA_900142075.1	Clostridium amylolyticum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	positive	anaerobic		cellobiose, fructose, galactose, glucose, lactose, maltose, mannitol, mannose, ribose, sucrose, trehalose	yes	flagella			bacillus	bioreactor/digester	0.5	0.7	2.0	7.5		4262456.0			37.0	7.0	37.0			1	2.0	0	1	1	1	0	0	2	1.0	100.0	100.0		100.0	100.0	50.0			100.0	100.0	2	2	2.0	2.0	0	1	0	0	2	1	1	0	0	0.0	0.0	0.0	0.0					0.0					engqvist, fierer, gold	705, 2532, 13521	1121298
GCA_000808575.1	Alteromonas marina	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	aerobic								water_marine						4314556.0					30.0			1	1.0	0	0	0	0	0	0	0	2.0	100.0	100.0								100.0	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														engqvist, gold, pasteur	705, 13521	203795
GCA_902651685.1	Methylobacterium mesophilicum	Methylobacterium	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	nitrogen_fixation		no		mesophilic	moderate-halophilic	bacillus	host_plant						6214449.0	69.5		29.0	7.0	26.0			4	2.0	1	0	3	0	1	1	1	1.0	100.0	66.7	100.0		100.0		100.0	100.0	100.0	100.0	0	0	0.0	0.0	0	2	1	0	2	1	1	0	0						0.0			1.4140000000000001					engqvist, gold, microbe-directory, pasteur, patric, protraits	705, 13521, 19891, 19897, 19908	39956
GCA_001889165.1	Bacillus weihaiensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria										water_marine						4361277.333000001	36.494	3976.5				11.0	105.0	0	0.0	0	0	0	0	0	0	0	1.0										100.0	0	0	0.0	0.0	0	3	1	2	0	0	0	1	1						2.309		28.991						genbank, gold, kegg, rrndb	7966, 13521, 19546	1547283
GCA_000714795.1	Erythrobacter litoralis	Erythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	aerobic_anoxygenic_phototrophy, photoheterotrophy		no	yes			bacillus	biofilm	0.8	0.868				3140822.0	63.8	2981.0	30.0		28.0	1.0	44.0	5	3.0	3	0	4	2	0	0	2	2.0	100.0	100.0	100.0		100.0	100.0			100.0	66.7	1	1	0.0	0.0	0	9	3	6	1	0	1	4	4	0.0	0.0				104857.491	1.212	81.963				0.0	1.155	engqvist, faprotax, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, bergeys	705, 1141, 5979, 8887, 13521, 14121, 14122, 15544, 19482, 19891, 19897, 19908	39960
