DATASET_COLORSTRIP
#In colored strip datasets, each ID is associated to a color box/strip and can have an optional label. Color can be specified in hexadecimal, RGB or RGBA notation. When using RGB or RGBA notation, you cannot use COMMA as the dataset separator

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).

#SEPARATOR TAB
SEPARATOR COMMA
#SEPARATOR SPACE

#label is used in the legend table (can be changed later)
DATASET_LABEL,LR prediction

#dataset color (can be changed later)
COLOR,#ff0000

#=================================================================#
#                    OPTIONAL SETTINGS                            #
#=================================================================#

#If COLOR_BRANCHES is set to 1, branches of the tree will be colored according to the colors of the strips above the leaves.
#When all children of a node have the same color, it will be colored the same, ie. the color will propagate inwards towards the root.
#COLOR_BRANCHES,0

#each dataset can have a legend, which is defined below
#for each row in the legend, there should be one shape, color and label
#shape should be a number between 1 and 6:
#1: square
#2: circle
#3: star
#4: right pointing triangle
#5: left pointing triangle
#6: checkmark

#LEGEND_TITLE Dataset_legend
#LEGEND_SHAPES 1 1 2 2
#LEGEND_COLORS #ff0000 #00ff00 rgba(0,255,0,0.5) #0000ff
#LEGEND_LABELS value1 value2 value3 value4

LEGEND_TITLE,LR prediction
INO52390,#FFC75F,Aerobe
INO48072,#FFC75F,Aerobe
INO50208,#FFC75F,Aerobe
INO52389,#FFC75F,Aerobe
INO52388,#FFC75F,Aerobe
INO45958,#FFC75F,Aerobe
INO48071,#FFC75F,Aerobe
INO50207,#FFC75F,Aerobe
INO52387,#FFC75F,Aerobe
INO54548,#FFC75F,Aerobe
INO54547,#FFC75F,Aerobe
INO56693,#FFC75F,Aerobe
INO58742,#FFC75F,Aerobe
INO58741,#FFC75F,Aerobe
INO60676,#FFC75F,Aerobe
INO62512,#FFC75F,Aerobe
INO64230,#FFC75F,Aerobe
INO56692,#FFC75F,Aerobe
INO58740,#FFC75F,Aerobe
INO60675,#FFC75F,Aerobe
INO50206,#FFC75F,Aerobe
INO52386,#FFC75F,Aerobe
INO54546,#FFC75F,Aerobe
INO56691,#FFC75F,Aerobe
INO48070,#FFC75F,Aerobe
INO50205,#FFC75F,Aerobe
INO52385,#FFC75F,Aerobe
INO52384,#FFC75F,Aerobe
INO54545,#FFC75F,Aerobe
INO56690,#FFC75F,Aerobe
INO58739,#FFC75F,Aerobe
INO60674,#FFC75F,Aerobe
INO62511,#FFC75F,Aerobe
INO62510,#FFC75F,Aerobe
INO60673,#FFC75F,Aerobe
INO62509,#FFC75F,Aerobe
INO64229,#FFC75F,Aerobe
INO64228,#FFC75F,Aerobe
INO62508,#FFC75F,Aerobe
INO64227,#FFC75F,Aerobe
INO56689,#FFC75F,Aerobe
INO58738,#FFC75F,Aerobe
INO50204,#FFC75F,Aerobe
INO52383,#FFC75F,Aerobe
INO54544,#FFC75F,Aerobe
INO56688,#FFC75F,Aerobe
INO58737,#FFC75F,Aerobe
INO54543,#FFC75F,Aerobe
INO56687,#FFC75F,Aerobe
INO58736,#FFC75F,Aerobe
INO60672,#FFC75F,Aerobe
INO62507,#FFC75F,Aerobe
INO64226,#FFC75F,Aerobe
INO56686,#FFC75F,Aerobe
INO58735,#FFC75F,Aerobe
INO60671,#FFC75F,Aerobe
INO60670,#FFC75F,Aerobe
INO52382,#FFC75F,Aerobe
INO54542,#FFC75F,Aerobe
INO54541,#FFC75F,Aerobe
INO56685,#FFC75F,Aerobe
INO58734,#FFC75F,Aerobe
INO43873,#FFC75F,Aerobe
INO45957,#FFC75F,Aerobe
INO48069,#FFC75F,Aerobe
INO50203,#FFC75F,Aerobe
INO52381,#FFC75F,Aerobe
INO54540,#FFC75F,Aerobe
INO56684,#FFC75F,Aerobe
INO52380,#FFC75F,Aerobe
INO54539,#FFC75F,Aerobe
INO56683,#FFC75F,Aerobe
INO58733,#FFC75F,Aerobe
INO54538,#FFC75F,Aerobe
INO56682,#FFC75F,Aerobe
INO58732,#FFC75F,Aerobe
INO60669,#FFC75F,Aerobe
INO45956,#FFC75F,Aerobe
INO36004,#FFC75F,Aerobe
INO37933,#FFC75F,Aerobe
INO34129,#FFC75F,Aerobe
INO36003,#FFC75F,Aerobe
INO37932,#FFC75F,Aerobe
INO32278,#FFC75F,Aerobe
INO34128,#FFC75F,Aerobe
INO36002,#FFC75F,Aerobe
INO37931,#FFC75F,Aerobe
INO39868,#FFC75F,Aerobe
INO41851,#FFC75F,Aerobe
INO41850,#FFC75F,Aerobe
INO43872,#FFC75F,Aerobe
INO37930,#FFC75F,Aerobe
INO39867,#FFC75F,Aerobe
INO41849,#FFC75F,Aerobe
INO43871,#FFC75F,Aerobe
INO45955,#FFC75F,Aerobe
INO48068,#FFC75F,Aerobe
INO48067,#FFC75F,Aerobe
INO45954,#FFC75F,Aerobe
INO43870,#FFC75F,Aerobe
INO45953,#FFC75F,Aerobe
INO41848,#FFC75F,Aerobe
INO43869,#FFC75F,Aerobe
INO45952,#FFC75F,Aerobe
INO39866,#FFC75F,Aerobe
INO41847,#FFC75F,Aerobe
INO43868,#FFC75F,Aerobe
INO45951,#FFC75F,Aerobe
INO48066,#FFC75F,Aerobe
INO48065,#FFC75F,Aerobe
INO43867,#FFC75F,Aerobe
INO45950,#FFC75F,Aerobe
INO48064,#FFC75F,Aerobe
INO50202,#FFC75F,Aerobe
INO52379,#FFC75F,Aerobe
INO36001,#FFC75F,Aerobe
INO37929,#FFC75F,Aerobe
INO39865,#FFC75F,Aerobe
INO41846,#FFC75F,Aerobe
INO43866,#FFC75F,Aerobe
INO41845,#FFC75F,Aerobe
INO43865,#FFC75F,Aerobe
INO39864,#FFC75F,Aerobe
INO41844,#FFC75F,Aerobe
INO43864,#FFC75F,Aerobe
INO45949,#FFC75F,Aerobe
INO48063,#FFC75F,Aerobe
INO50201,#FFC75F,Aerobe
INO52378,#FFC75F,Aerobe
INO54537,#FFC75F,Aerobe
INO48062,#FFC75F,Aerobe
INO50200,#FFC75F,Aerobe
INO37928,#FFC75F,Aerobe
INO39863,#FFC75F,Aerobe
INO41843,#FFC75F,Aerobe
INO41842,#FFC75F,Aerobe
INO39862,#FFC75F,Aerobe
INO41841,#FFC75F,Aerobe
INO43863,#FFC75F,Aerobe
INO45948,#FFC75F,Aerobe
INO45947,#FFC75F,Aerobe
INO48061,#FFC75F,Aerobe
INO48060,#FFC75F,Aerobe
INO50199,#FFC75F,Aerobe
INO52377,#FFC75F,Aerobe
INO54536,#FFC75F,Aerobe
INO52376,#FFC75F,Aerobe
INO54535,#FFC75F,Aerobe
INO50198,#FFC75F,Aerobe
INO52375,#FFC75F,Aerobe
INO41840,#FFC75F,Aerobe
INO43862,#FFC75F,Aerobe
INO45946,#FFC75F,Aerobe
INO45945,#FFC75F,Aerobe
INO43861,#FFC75F,Aerobe
INO45944,#FFC75F,Aerobe
INO48059,#FFC75F,Aerobe
INO34127,#FFC75F,Aerobe
INO36000,#FFC75F,Aerobe
INO37927,#FFC75F,Aerobe
INO39861,#FFC75F,Aerobe
INO41839,#FFC75F,Aerobe
INO43860,#FFC75F,Aerobe
INO45943,#FFC75F,Aerobe
INO48058,#FFC75F,Aerobe
INO45942,#FFC75F,Aerobe
INO41838,#FFC75F,Aerobe
INO43859,#FFC75F,Aerobe
INO39860,#FFC75F,Aerobe
INO41837,#FFC75F,Aerobe
INO43858,#FFC75F,Aerobe
INO37926,#FFC75F,Aerobe
INO39859,#FFC75F,Aerobe
INO35999,#FFC75F,Aerobe
INO28591,#FFC75F,Aerobe
INO30430,#FFC75F,Aerobe
INO32277,#FFC75F,Aerobe
INO34126,#FFC75F,Aerobe
INO35998,#FFC75F,Aerobe
INO37925,#FFC75F,Aerobe
INO39858,#FFC75F,Aerobe
INO41836,#FFC75F,Aerobe
INO43857,#FFC75F,Aerobe
INO45941,#FFC75F,Aerobe
INO48057,#FFC75F,Aerobe
INO41835,#FFC75F,Aerobe
INO39857,#FFC75F,Aerobe
INO41834,#FFC75F,Aerobe
INO43856,#FFC75F,Aerobe
INO45940,#FFC75F,Aerobe
INO48056,#FFC75F,Aerobe
INO50197,#FFC75F,Aerobe
INO48055,#FFC75F,Aerobe
INO43855,#FFC75F,Aerobe
INO45939,#FFC75F,Aerobe
INO48054,#FFC75F,Aerobe
INO50196,#FFC75F,Aerobe
INO48053,#FFC75F,Aerobe
INO50195,#FFC75F,Aerobe
INO41833,#FFC75F,Aerobe
INO43854,#FFC75F,Aerobe
INO45938,#FFC75F,Aerobe
INO37924,#FFC75F,Aerobe
INO39856,#FFC75F,Aerobe
INO41832,#FFC75F,Aerobe
INO43853,#FFC75F,Aerobe
INO45937,#FFC75F,Aerobe
INO48052,#FFC75F,Aerobe
INO50194,#FFC75F,Aerobe
INO52374,#FFC75F,Aerobe
INO54534,#FFC75F,Aerobe
INO54533,#FFC75F,Aerobe
INO52373,#FFC75F,Aerobe
INO50193,#FFC75F,Aerobe
INO45936,#FFC75F,Aerobe
INO48051,#FFC75F,Aerobe
INO50192,#FFC75F,Aerobe
INO52372,#FFC75F,Aerobe
INO48050,#FFC75F,Aerobe
INO50191,#FFC75F,Aerobe
INO52371,#FFC75F,Aerobe
INO43852,#FFC75F,Aerobe
INO45935,#FFC75F,Aerobe
INO45934,#FFC75F,Aerobe
INO48049,#FFC75F,Aerobe
INO50190,#FFC75F,Aerobe
INO52370,#FFC75F,Aerobe
INO54532,#FFC75F,Aerobe
INO56681,#FFC75F,Aerobe
INO48048,#FFC75F,Aerobe
INO50189,#FFC75F,Aerobe
INO52369,#FFC75F,Aerobe
INO54531,#FFC75F,Aerobe
INO56680,#FFC75F,Aerobe
INO39855,#FFC75F,Aerobe
INO41831,#FFC75F,Aerobe
INO35997,#FFC75F,Aerobe
INO37923,#FFC75F,Aerobe
INO39854,#FFC75F,Aerobe
INO41830,#FFC75F,Aerobe
INO43851,#FFC75F,Aerobe
INO45933,#FFC75F,Aerobe
INO39853,#FFC75F,Aerobe
INO37922,#FFC75F,Aerobe
INO34125,#FFC75F,Aerobe
INO35996,#FFC75F,Aerobe
INO37921,#FFC75F,Aerobe
INO39852,#FFC75F,Aerobe
INO41829,#FFC75F,Aerobe
INO43850,#FFC75F,Aerobe
INO37920,#FFC75F,Aerobe
INO39851,#FFC75F,Aerobe
INO41828,#FFC75F,Aerobe
INO32276,#FFC75F,Aerobe
INO34124,#FFC75F,Aerobe
INO35995,#FFC75F,Aerobe
INO37919,#FFC75F,Aerobe
INO37918,#FFC75F,Aerobe
INO39850,#FFC75F,Aerobe
INO41827,#FFC75F,Aerobe
INO43849,#FFC75F,Aerobe
INO45932,#FFC75F,Aerobe
INO48047,#FFC75F,Aerobe
INO45931,#FFC75F,Aerobe
INO43848,#FFC75F,Aerobe
INO45930,#FFC75F,Aerobe
INO45929,#FFC75F,Aerobe
INO26762,#FFC75F,Aerobe
INO23062,#FFC75F,Aerobe
INO15991,#FFC75F,Aerobe
INO17727,#FFC75F,Aerobe
INO19475,#FFC75F,Aerobe
INO21264,#FFC75F,Aerobe
INO23061,#FFC75F,Aerobe
INO24901,#FFC75F,Aerobe
INO19474,#FFC75F,Aerobe
INO21263,#FFC75F,Aerobe
INO23060,#FFC75F,Aerobe
INO24900,#FFC75F,Aerobe
INO24899,#FFC75F,Aerobe
INO23059,#FFC75F,Aerobe
INO24898,#FFC75F,Aerobe
INO26761,#FFC75F,Aerobe
INO28590,#FFC75F,Aerobe
INO30429,#FFC75F,Aerobe
INO30428,#FFC75F,Aerobe
INO32275,#FFC75F,Aerobe
INO34123,#FFC75F,Aerobe
INO35994,#FFC75F,Aerobe
INO32274,#FFC75F,Aerobe
INO26760,#FFC75F,Aerobe
INO28589,#FFC75F,Aerobe
INO30427,#FFC75F,Aerobe
INO30426,#FFC75F,Aerobe
INO32273,#FFC75F,Aerobe
INO34122,#FFC75F,Aerobe
INO34121,#FFC75F,Aerobe
INO35993,#FFC75F,Aerobe
INO32272,#FFC75F,Aerobe
INO34120,#FFC75F,Aerobe
INO35992,#FFC75F,Aerobe
INO35991,#FFC75F,Aerobe
INO28588,#FFC75F,Aerobe
INO24897,#FFC75F,Aerobe
INO26759,#FFC75F,Aerobe
INO28587,#FFC75F,Aerobe
INO30425,#FFC75F,Aerobe
INO32271,#FFC75F,Aerobe
INO34119,#FFC75F,Aerobe
INO35990,#FFC75F,Aerobe
INO37917,#FFC75F,Aerobe
INO39849,#FFC75F,Aerobe
INO41826,#FFC75F,Aerobe
INO41825,#FFC75F,Aerobe
INO43847,#FFC75F,Aerobe
INO45928,#FFC75F,Aerobe
INO43846,#FFC75F,Aerobe
INO45927,#FFC75F,Aerobe
INO35989,#FFC75F,Aerobe
INO37916,#FFC75F,Aerobe
INO32270,#FFC75F,Aerobe
INO34118,#FFC75F,Aerobe
INO35988,#FFC75F,Aerobe
INO37915,#FFC75F,Aerobe
INO35987,#FFC75F,Aerobe
INO37914,#FFC75F,Aerobe
INO37913,#FFC75F,Aerobe
INO39848,#FFC75F,Aerobe
INO41824,#FFC75F,Aerobe
INO30424,#FFC75F,Aerobe
INO32269,#FFC75F,Aerobe
INO34117,#FFC75F,Aerobe
INO34116,#FFC75F,Aerobe
INO28586,#FFC75F,Aerobe
INO30423,#FFC75F,Aerobe
INO32268,#FFC75F,Aerobe
INO32267,#FFC75F,Aerobe
INO34115,#FFC75F,Aerobe
INO35986,#FFC75F,Aerobe
INO34114,#FFC75F,Aerobe
INO35985,#FFC75F,Aerobe
INO37912,#FFC75F,Aerobe
INO37911,#FFC75F,Aerobe
INO39847,#FFC75F,Aerobe
INO39846,#FFC75F,Aerobe
INO30422,#FFC75F,Aerobe
INO32266,#FFC75F,Aerobe
INO34113,#FFC75F,Aerobe
INO35984,#FFC75F,Aerobe
INO35983,#FFC75F,Aerobe
INO37910,#FFC75F,Aerobe
INO39845,#FFC75F,Aerobe
INO37909,#FFC75F,Aerobe
INO32265,#FFC75F,Aerobe
INO34112,#FFC75F,Aerobe
INO35982,#FFC75F,Aerobe
INO35981,#FFC75F,Aerobe
INO37908,#FFC75F,Aerobe
INO34111,#FFC75F,Aerobe
INO35980,#FFC75F,Aerobe
INO37907,#FFC75F,Aerobe
INO37906,#FFC75F,Aerobe
INO39844,#FFC75F,Aerobe
INO35979,#FFC75F,Aerobe
INO21262,#FFC75F,Aerobe
INO23058,#FFC75F,Aerobe
INO24896,#FFC75F,Aerobe
INO26758,#FFC75F,Aerobe
INO17726,#FFC75F,Aerobe
INO19473,#FFC75F,Aerobe
INO21261,#FFC75F,Aerobe
INO23057,#FFC75F,Aerobe
INO24895,#FFC75F,Aerobe
INO26757,#FFC75F,Aerobe
INO19472,#FFC75F,Aerobe
INO12620,#FFC75F,Aerobe
INO14268,#FFC75F,Aerobe
INO15990,#FFC75F,Aerobe
INO14267,#FFC75F,Aerobe
INO15989,#FFC75F,Aerobe
INO17725,#FFC75F,Aerobe
INO19471,#FFC75F,Aerobe
INO21260,#FFC75F,Aerobe
INO23056,#FFC75F,Aerobe
INO24894,#FFC75F,Aerobe
INO26756,#FFC75F,Aerobe
INO28585,#FFC75F,Aerobe
INO30421,#FFC75F,Aerobe
INO32264,#FFC75F,Aerobe
INO34110,#FFC75F,Aerobe
INO28584,#FFC75F,Aerobe
INO30420,#FFC75F,Aerobe
INO32263,#FFC75F,Aerobe
INO32262,#FFC75F,Aerobe
INO34109,#FFC75F,Aerobe
INO24893,#FFC75F,Aerobe
INO26755,#FFC75F,Aerobe
INO28583,#FFC75F,Aerobe
INO30419,#FFC75F,Aerobe
INO28582,#FFC75F,Aerobe
INO26754,#FFC75F,Aerobe
INO23055,#FFC75F,Aerobe
INO24892,#FFC75F,Aerobe
INO26753,#FFC75F,Aerobe
INO28581,#FFC75F,Aerobe
INO30418,#FFC75F,Aerobe
INO28580,#FFC75F,Aerobe
INO30417,#FFC75F,Aerobe
INO21259,#FFC75F,Aerobe
INO23054,#FFC75F,Aerobe
INO24891,#FFC75F,Aerobe
INO26752,#FFC75F,Aerobe
INO15988,#FFC75F,Aerobe
INO17724,#FFC75F,Aerobe
INO19470,#FFC75F,Aerobe
INO21258,#FFC75F,Aerobe
INO23053,#FFC75F,Aerobe
INO11043,#FFC75F,Aerobe
INO12619,#FFC75F,Aerobe
INO9520,#FFC75F,Aerobe
INO11042,#FFC75F,Aerobe
INO12618,#FFC75F,Aerobe
INO14266,#FFC75F,Aerobe
INO15987,#FFC75F,Aerobe
INO17723,#FFC75F,Aerobe
INO19469,#FFC75F,Aerobe
INO21257,#FFC75F,Aerobe
INO23052,#FFC75F,Aerobe
INO24890,#FFC75F,Aerobe
INO26751,#FFC75F,Aerobe
INO28579,#FFC75F,Aerobe
INO30416,#FFC75F,Aerobe
INO32261,#FFC75F,Aerobe
INO34108,#FFC75F,Aerobe
INO35978,#FFC75F,Aerobe
INO35977,#FFC75F,Aerobe
INO37905,#FFC75F,Aerobe
INO39843,#FFC75F,Aerobe
INO39842,#FFC75F,Aerobe
INO34107,#FFC75F,Aerobe
INO35976,#FFC75F,Aerobe
INO37904,#FFC75F,Aerobe
INO39841,#FFC75F,Aerobe
INO41823,#FFC75F,Aerobe
INO43845,#FFC75F,Aerobe
INO45926,#FFC75F,Aerobe
INO48046,#FFC75F,Aerobe
INO43844,#FFC75F,Aerobe
INO41822,#FFC75F,Aerobe
INO43843,#FFC75F,Aerobe
INO45925,#FFC75F,Aerobe
INO48045,#FFC75F,Aerobe
INO50188,#FFC75F,Aerobe
INO52368,#FFC75F,Aerobe
INO50187,#FFC75F,Aerobe
INO52367,#FFC75F,Aerobe
INO45924,#FFC75F,Aerobe
INO48044,#FFC75F,Aerobe
INO48043,#FFC75F,Aerobe
INO50186,#FFC75F,Aerobe
INO52366,#FFC75F,Aerobe
INO54530,#FFC75F,Aerobe
INO50185,#FFC75F,Aerobe
INO43842,#FFC75F,Aerobe
INO45923,#FFC75F,Aerobe
INO48042,#FFC75F,Aerobe
INO50184,#FFC75F,Aerobe
INO48041,#FFC75F,Aerobe
INO45922,#FFC75F,Aerobe
INO39840,#FFC75F,Aerobe
INO41821,#FFC75F,Aerobe
INO43841,#FFC75F,Aerobe
INO45921,#FFC75F,Aerobe
INO37903,#FFC75F,Aerobe
INO39839,#FFC75F,Aerobe
INO39838,#FFC75F,Aerobe
INO28578,#FFC75F,Aerobe
INO30415,#FFC75F,Aerobe
INO32260,#FFC75F,Aerobe
INO34106,#FFC75F,Aerobe
INO35975,#FFC75F,Aerobe
INO32259,#FFC75F,Aerobe
INO34105,#FFC75F,Aerobe
INO34104,#FFC75F,Aerobe
INO35974,#FFC75F,Aerobe
INO35973,#FFC75F,Aerobe
INO37902,#FFC75F,Aerobe
INO39837,#FFC75F,Aerobe
INO30414,#FFC75F,Aerobe
INO24889,#FFC75F,Aerobe
INO26750,#FFC75F,Aerobe
INO28577,#FFC75F,Aerobe
INO30413,#FFC75F,Aerobe
INO28576,#FFC75F,Aerobe
INO23051,#FFC75F,Aerobe
INO21256,#FFC75F,Aerobe
INO23050,#FFC75F,Aerobe
INO23049,#FFC75F,Aerobe
INO19468,#FFC75F,Aerobe
INO21255,#FFC75F,Aerobe
INO23048,#FFC75F,Aerobe
INO17722,#FFC75F,Aerobe
INO19467,#FFC75F,Aerobe
INO21254,#FFC75F,Aerobe
INO23047,#FFC75F,Aerobe
INO24888,#FFC75F,Aerobe
INO26749,#FFC75F,Aerobe
INO28575,#FFC75F,Aerobe
INO30412,#FFC75F,Aerobe
INO32258,#FFC75F,Aerobe
INO28574,#FFC75F,Aerobe
INO23046,#FFC75F,Aerobe
INO24887,#FFC75F,Aerobe
INO26748,#FFC75F,Aerobe
INO28573,#FFC75F,Aerobe
INO30411,#FFC75F,Aerobe
INO30410,#FFC75F,Aerobe
INO32257,#FFC75F,Aerobe
INO28572,#FFC75F,Aerobe
INO26747,#FFC75F,Aerobe
INO28571,#FFC75F,Aerobe
INO30409,#FFC75F,Aerobe
INO30408,#FFC75F,Aerobe
INO32256,#FFC75F,Aerobe
INO34103,#FFC75F,Aerobe
INO35972,#FFC75F,Aerobe
INO37901,#FFC75F,Aerobe
INO39836,#FFC75F,Aerobe
INO41820,#FFC75F,Aerobe
INO37900,#FFC75F,Aerobe
INO39835,#FFC75F,Aerobe
INO41819,#FFC75F,Aerobe
INO43840,#FFC75F,Aerobe
INO39834,#FFC75F,Aerobe
INO41818,#FFC75F,Aerobe
INO43839,#FFC75F,Aerobe
INO45920,#FFC75F,Aerobe
INO43838,#FFC75F,Aerobe
INO45919,#FFC75F,Aerobe
INO48040,#FFC75F,Aerobe
INO50183,#FFC75F,Aerobe
INO52365,#FFC75F,Aerobe
INO54529,#FFC75F,Aerobe
INO52364,#FFC75F,Aerobe
INO54528,#FFC75F,Aerobe
INO56679,#FFC75F,Aerobe
INO58731,#FFC75F,Aerobe
INO60668,#FFC75F,Aerobe
INO62506,#FFC75F,Aerobe
INO64225,#FFC75F,Aerobe
INO50182,#FFC75F,Aerobe
INO52363,#FFC75F,Aerobe
INO54527,#FFC75F,Aerobe
INO54526,#FFC75F,Aerobe
INO52362,#FFC75F,Aerobe
INO54525,#FFC75F,Aerobe
INO48039,#FFC75F,Aerobe
INO50181,#FFC75F,Aerobe
INO52361,#FFC75F,Aerobe
INO54524,#FFC75F,Aerobe
INO50180,#FFC75F,Aerobe
INO52360,#FFC75F,Aerobe
INO52359,#FFC75F,Aerobe
INO54523,#FFC75F,Aerobe
INO41817,#FFC75F,Aerobe
INO43837,#FFC75F,Aerobe
INO45918,#FFC75F,Aerobe
INO48038,#FFC75F,Aerobe
INO43836,#FFC75F,Aerobe
INO45917,#FFC75F,Aerobe
INO34102,#FFC75F,Aerobe
INO32255,#FFC75F,Aerobe
INO28570,#FFC75F,Aerobe
INO30407,#FFC75F,Aerobe
INO32254,#FFC75F,Aerobe
INO34101,#FFC75F,Aerobe
INO34100,#FFC75F,Aerobe
INO32253,#FFC75F,Aerobe
INO34099,#FFC75F,Aerobe
INO35971,#FFC75F,Aerobe
INO37899,#FFC75F,Aerobe
INO39833,#FFC75F,Aerobe
INO41816,#FFC75F,Aerobe
INO30406,#FFC75F,Aerobe
INO32252,#FFC75F,Aerobe
INO34098,#FFC75F,Aerobe
INO35970,#FFC75F,Aerobe
INO35969,#FFC75F,Aerobe
INO34097,#FFC75F,Aerobe
INO32251,#FFC75F,Aerobe
INO24886,#FFC75F,Aerobe
INO26746,#FFC75F,Aerobe
INO28569,#FFC75F,Aerobe
INO30405,#FFC75F,Aerobe
INO32250,#FFC75F,Aerobe
INO34096,#FFC75F,Aerobe
INO34095,#FFC75F,Aerobe
INO30404,#FFC75F,Aerobe
INO32249,#FFC75F,Aerobe
INO34094,#FFC75F,Aerobe
INO32248,#FFC75F,Aerobe
INO34093,#FFC75F,Aerobe
INO35968,#FFC75F,Aerobe
INO37898,#FFC75F,Aerobe
INO39832,#FFC75F,Aerobe
INO39831,#FFC75F,Aerobe
INO41815,#FFC75F,Aerobe
INO41814,#FFC75F,Aerobe
INO43835,#FFC75F,Aerobe
INO45916,#FFC75F,Aerobe
INO45915,#FFC75F,Aerobe
INO37897,#FFC75F,Aerobe
INO28568,#FFC75F,Aerobe
INO30403,#FFC75F,Aerobe
INO32247,#FFC75F,Aerobe
INO26745,#FFC75F,Aerobe
INO28567,#FFC75F,Aerobe
INO30402,#FFC75F,Aerobe
INO32246,#FFC75F,Aerobe
INO34092,#FFC75F,Aerobe
INO35967,#FFC75F,Aerobe
INO30401,#FFC75F,Aerobe
INO32245,#FFC75F,Aerobe
INO32244,#FFC75F,Aerobe
INO34091,#FFC75F,Aerobe
INO35966,#FFC75F,Aerobe
INO35965,#FFC75F,Aerobe
INO21253,#FFC75F,Aerobe
INO15986,#FFC75F,Aerobe
INO17721,#FFC75F,Aerobe
INO19466,#FFC75F,Aerobe
INO21252,#FFC75F,Aerobe
INO23045,#FFC75F,Aerobe
INO24885,#FFC75F,Aerobe
INO26744,#FFC75F,Aerobe
INO28566,#FFC75F,Aerobe
INO30400,#FFC75F,Aerobe
INO32243,#FFC75F,Aerobe
INO32242,#FFC75F,Aerobe
INO30399,#FFC75F,Aerobe
INO28565,#FFC75F,Aerobe
INO30398,#FFC75F,Aerobe
INO30397,#FFC75F,Aerobe
INO32241,#FFC75F,Aerobe
INO34090,#FFC75F,Aerobe
INO35964,#FFC75F,Aerobe
INO26743,#FFC75F,Aerobe
INO28564,#FFC75F,Aerobe
INO30396,#FFC75F,Aerobe
INO24884,#FFC75F,Aerobe
INO26742,#FFC75F,Aerobe
INO28563,#FFC75F,Aerobe
INO30395,#FFC75F,Aerobe
INO28562,#FFC75F,Aerobe
INO30394,#FFC75F,Aerobe
INO32240,#FFC75F,Aerobe
INO34089,#FFC75F,Aerobe
INO23044,#FFC75F,Aerobe
INO24883,#FFC75F,Aerobe
INO26741,#FFC75F,Aerobe
INO28561,#FFC75F,Aerobe
INO28560,#FFC75F,Aerobe
INO24882,#FFC75F,Aerobe
INO26740,#FFC75F,Aerobe
INO28559,#FFC75F,Aerobe
INO30393,#FFC75F,Aerobe
INO32239,#FFC75F,Aerobe
INO34088,#FFC75F,Aerobe
INO35963,#FFC75F,Aerobe
INO37896,#FFC75F,Aerobe
INO39830,#FFC75F,Aerobe
INO35962,#FFC75F,Aerobe
INO37895,#FFC75F,Aerobe
INO32238,#FFC75F,Aerobe
INO28558,#FFC75F,Aerobe
INO30392,#FFC75F,Aerobe
INO32237,#FFC75F,Aerobe
INO34087,#FFC75F,Aerobe
INO35961,#FFC75F,Aerobe
INO37894,#FFC75F,Aerobe
INO39829,#FFC75F,Aerobe
INO32236,#FFC75F,Aerobe
INO34086,#FFC75F,Aerobe
INO35960,#FFC75F,Aerobe
INO37893,#FFC75F,Aerobe
INO35959,#FFC75F,Aerobe
INO30391,#FFC75F,Aerobe
INO32235,#FFC75F,Aerobe
INO26739,#FFC75F,Aerobe
INO28557,#FFC75F,Aerobe
INO30390,#FFC75F,Aerobe
INO14265,#FFC75F,Aerobe
INO15985,#FFC75F,Aerobe
INO17720,#FFC75F,Aerobe
INO19465,#FFC75F,Aerobe
INO21251,#FFC75F,Aerobe
INO23043,#FFC75F,Aerobe
INO19464,#FFC75F,Aerobe
INO21250,#FFC75F,Aerobe
INO23042,#FFC75F,Aerobe
INO24881,#FFC75F,Aerobe
INO24880,#FFC75F,Aerobe
INO17719,#FFC75F,Aerobe
INO15984,#FFC75F,Aerobe
INO17718,#FFC75F,Aerobe
INO19463,#FFC75F,Aerobe
INO21249,#FFC75F,Aerobe
INO23041,#FFC75F,Aerobe
INO24879,#FFC75F,Aerobe
INO11041,#FFC75F,Aerobe
INO12617,#FFC75F,Aerobe
INO8095,#FFC75F,Aerobe
INO9519,#FFC75F,Aerobe
INO11040,#FFC75F,Aerobe
INO9518,#FFC75F,Aerobe
INO11039,#FFC75F,Aerobe
INO12616,#FFC75F,Aerobe
INO14264,#FFC75F,Aerobe
INO15983,#FFC75F,Aerobe
INO17717,#FFC75F,Aerobe
INO14263,#FFC75F,Aerobe
INO15982,#FFC75F,Aerobe
INO17716,#FFC75F,Aerobe
INO17715,#FFC75F,Aerobe
INO15981,#FFC75F,Aerobe
INO17714,#FFC75F,Aerobe
INO12615,#FFC75F,Aerobe
INO14262,#FFC75F,Aerobe
INO15980,#FFC75F,Aerobe
INO17713,#FFC75F,Aerobe
INO19462,#FFC75F,Aerobe
INO21248,#FFC75F,Aerobe
INO23040,#FFC75F,Aerobe
INO24878,#FFC75F,Aerobe
INO26738,#FFC75F,Aerobe
INO28556,#FFC75F,Aerobe
INO30389,#FFC75F,Aerobe
INO26737,#FFC75F,Aerobe
INO28555,#FFC75F,Aerobe
INO24877,#FFC75F,Aerobe
