	K04069	K04759	K00275	K06990	K05919	K09141	K18707	K07137	K05601	K17828	K21636	K00254	K03737	K07146	K00526	K01589	K00176	K02275	K01647	K06886	K01061	K01677	K01772	K02257	K02259	K01599	K00228	K00658	K01895	K02274	K00362	K03635	K00632	K04063	K00627	K07586	K00164	K00383	K00457	K00867	gbdt prob	LR	LR prob
GB_GCA_023386515.1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0.81151617	1	0.7373436014609989
RS_GCF_014199305.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9490754	1	0.9262187927512309
GB_GCA_934555855.1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.9016779	1	0.8739014099789871
RS_GCF_900110035.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_016107325.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_003355005.1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.95437586	1	0.9733264556545969
RS_GCF_016820445.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_014196115.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
GB_GCA_003075315.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_000632225.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_013409985.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_000764535.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_010450875.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0.96352804	1	0.9684188316603052
RS_GCF_024211255.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
GB_GCA_002292295.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
GB_GCA_024072375.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_916858675.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_009789535.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_014196255.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_000739895.2	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_000787715.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_019297835.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_001477495.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_014199595.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
GB_GCA_019112965.1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9586355833922404
RS_GCF_014197135.1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9448844519467899
GB_GCA_913062585.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_001476905.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9731585050037623
RS_GCF_001591005.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_014197105.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9639253326443818
RS_GCF_014199625.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_003951315.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_001423765.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_900115745.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9639253326443818
GB_GCA_018139225.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_016427505.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_014841615.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9490754	1	0.9262187927512309
RS_GCF_001426195.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_014641735.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9639253326443818
GB_GCA_913775975.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0.965165	1	0.9366589652799799
RS_GCF_006438955.1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9713338465581697
RS_GCF_022662335.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_903642285.1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9490754	1	0.9560156429065679
RS_GCF_001421505.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_007995065.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_003050705.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_013374115.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_004101245.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
GB_GCA_021154945.1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0.9532283	1	0.9620432924590037
GB_GCA_003240625.1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9248547	1	0.9102190630693706
RS_GCF_024273235.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_023195535.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_014358075.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9445476183768765
RS_GCF_004340945.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_003050745.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_004341085.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_001424005.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_003688595.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_003688625.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_001422045.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_900115295.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_001421745.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_004795835.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_003610375.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_024124765.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0.94370544	1	0.8740668578405162
RS_GCF_004340965.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_001421415.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_003053745.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_001421805.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_001421535.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
GB_GCA_005773165.1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0.6747768	1	0.7743304135591483
RS_GCF_003046295.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_902498785.1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9801306302228829
RS_GCF_024758705.1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9801306302228829
RS_GCF_019429525.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_014194975.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_004345855.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_014193845.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_019429485.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
GB_GCA_913776255.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	1	1	0	0.9644644	1	0.8787957030977803
RS_GCF_902506455.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
GB_GCA_003243195.1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9448844519467899
RS_GCF_019898765.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_014199415.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_000427645.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_001476895.1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9693648679055997
GB_GCA_913777325.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_001421995.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
GB_GCA_913774925.1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	1	1	0	0.91995424	1	0.9076862948146475
RS_GCF_000419605.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_002374855.1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9713338465581697
RS_GCF_002374835.1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9490754	1	0.940896144059305
RS_GCF_000382485.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_900109565.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9639253326443818
GB_GCA_913778135.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9428782	1	0.9397155742420786
RS_GCF_019429535.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9647047	1	0.9481205956703838
RS_GCF_013328205.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0.9630471	1	0.9749369059637049
RS_GCF_001425405.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0.9453479	1	0.9531926074364394
RS_GCF_012035195.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9639253326443818
RS_GCF_005502745.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9490754	1	0.9262187927512309
GB_GCA_017304125.1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0.90831155	1	0.9279971824550478
GB_GCA_017849555.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0.9647047	1	0.9271399036844032
GB_GCA_001897375.1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9713338465581697
GB_GCA_943913195.1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	0	0.9490754	1	0.9515673638753613
RS_GCF_013344685.1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9713338465581697
RS_GCF_000980895.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9639253326443818
RS_GCF_021043365.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9490754	1	0.9262187927512309
RS_GCF_002197665.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9490754	1	0.9262187927512309
RS_GCF_001981525.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9639253326443818
RS_GCF_900109205.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9490754	1	0.9262187927512309
RS_GCF_002197685.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9490754	1	0.9262187927512309
RS_GCF_002117915.1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9713338465581697
RS_GCF_014217605.1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9490754	1	0.940896144059305
RS_GCF_020866845.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9639253326443818
RS_GCF_001598455.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9639253326443818
GB_GCA_017304635.1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.93276507	1	0.8873100044947579
GB_GCA_004799495.1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9490754	1	0.940896144059305
GB_GCA_024508665.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9639253326443818
RS_GCF_001598355.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9490754	1	0.9262187927512309
RS_GCF_007859635.1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9713338465581697
RS_GCF_001598415.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0.9616126	1	0.9633175276553149
GB_GCA_017304615.1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9490754	1	0.940896144059305
GB_GCA_018240825.1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0.79381335	1	0.7150165187094657
GB_GCA_006438735.1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.9453479	1	0.9639253326443818
RS_GCF_019880555.1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0.94892395	1	0.943692375953646
